,Movie Title,Total Gross,Release Date,Production Company,Year
757,The Iron Ministry,"$3,340",Aug 21,"Icarus Films

",2015
758,Mi America,"$3,330",Oct 16,-,2015
759,Know How,"$3,323",May 15,"First Run

",2015
760,Tip Top,"$6,050",Dec 12,"Kino Lorber

",2015
761,Drunk Wedding,"$3,301",May 22,-,2015
762,Windsor Drive,"$3,256",Aug 28,"Indican Pictures

",2015
763,Blackhats,"$3,216",Oct 23,"Reel One Entertainment

",2015
764,The Immortalists,"$9,331",Nov 26,"GathrFilms

",2015
765,Rosewater,"$3,128,941",Nov 14,"Open Road Films (II)

",2015
766,Xenia2015 Re-release,"$3,181",Oct 9,"Strand Releasing

",2015
767,Le Jour Se Leve,"$35,321",Nov 14,"Rialto Pictures

",2015
768,T-Rex: Back to the Cretaceous,"$53,354,743",Oct 23,"IMAX

",2015
769,Julia,"$2,710",Oct 23,-,2015
770,Chocolat2015 Re-release,"$2,710",Sep 18,-,2015
771,On War2015 Re-release,"$5,086",Nov 20,"Indican Pictures

",2015
772,Body,"$2,634",Dec 11,"Oscilloscope

",2015
773,Hayride 2,"$2,571",Mar 6,"Freestyle Releasing

",2015
774,Moana,"$2,993",Nov 13,"Kino Lorber

",2015
775,"20,000 Days on Earth","$279,558",Sep 17,"Drafthouse Films

",2015
776,L.A. Slasher,"$2,421",Jun 26,-,2015
777,The King and the Mockingbird2014 Re-release,"$27,513",Nov 21,"Rialto Pictures

",2015
778,Nostalgia for the Light,"$163,962",Jan 13,"Icarus Films

",2015
779,Life of Riley,"$11,616",Oct 24,"Kino Lorber

",2015
780,Anita Ho,"$2,250",Feb 27,"Indican Pictures

",2015
781,Life Partners,"$8,265",Dec 5,"Magnolia Pictures

",2015
782,Me You and Five Bucks,"$2,105",Sep 25,"Indican Pictures

",2015
783,Steak (R)evolution,"$8,025",Jul 17,"Kino Lorber

",2015
784,Gringo Trails,"$8,349",Apr 19,"Icarus Films

",2015
785,Penton: The John Penton Story,"$112,159",Jun 23,"GathrFilms

",2015
786,Dast-neveshtehaa nemisoosand,"$6,295",Jul 25,"Kino Lorber

",2015
787,Magnificent Desolation: Walking on the Moon 3D,"$34,137,524",Sep 23,"IMAX

",2015
788,Sneakerheadz,"$1,903",Aug 7,"Submarine Deluxe

",2015
789,The Captive,"$1,075,178",Sep 5,"A24

",2015
790,The Other Man: F.W. de Klerk and the End of Apartheid,"$1,747",Feb 6,"First Run

",2015
791,The Lady in the Car with Glasses and a Gun,"$2,167",Dec 18,"Magnolia Pictures

",2015
792,Dark Forest,"$1,739",Aug 21,"Zell-Koj Studio

",2015
793,The Looking Glass,"$1,711",Oct 23,"First Run

",2015
794,1001 Grams,"$10,983",May 8,"Kino Lorber

",2015
795,Level Five,"$27,000",Aug 15,"Icarus Films

",2015
796,Drown,"$1,631",Aug 28,"Strand Releasing

",2015
797,Cut Snake,"$1,625",Oct 7,"Monterey Media

",2015
798,Forever,"$1,598",Sep 11,"Monterey Media

",2015
799,An Eye for Beauty,"$9,395",Aug 28,"Monument Releasing

",2015
800,Stations of the Cross,"$1,505",Jul 10,"Film Movement

",2015
801,Making Rounds,"$1,484",Oct 30,"First Run

",2015
802,Beyond the Farthest Star,"$31,433",Oct 18,"GathrFilms

",2015
803,Flamenco Flamenco2014 Re-release,"$71,732",Jul 18,"Dada Films

",2015
804,Along the Roadside2015 Re-release,"$1,352",Mar 27,"Indican Pictures

",2015
805,Faith Connections,"$9,111",Sep 12,"Kino Lorber

",2015
806,3 Nights in the Desert,"$1,297",Feb 6,"Monterey Media

",2015
807,Skin Trade,"$1,242",May 8,"Magnolia Pictures

",2015
808,El Niño,"$1,237",Apr 17,"Distrib Films

",2015
809,The Summer of Sangaile,"$4,480",Nov 20,"Strand Releasing

",2015
810,Der Anständige,"$21,327",Oct 1,"Kino Lorber

",2015
811,Childless,"$1,036",May 15,"Monterey Media

",2015
812,Through a Lens Darkly: Black Photographers and the Emergence of a People,"$65,169",Aug 27,"First Run

",2015
813,Life in a Walk,"$16,557",Sep 2,"GathrFilms

",2015
814,They Are We,$900,Jun 26,"Icarus Films

",2015
815,Le talent de mes amis,$889,Dec 11,"Distrib Films

",2015
816,Half of a Yellow Sun,"$54,529",May 16,"Monterey Media

",2015
817,Big Muddy,$881,Jan 23,"Monterey Media

",2015
818,[REC] 4: Apocalypse,$837,Jan 2,"Magnolia Pictures

",2015
819,Stray Dogs,"$10,433",Sep 12,"The Cinema Guild

",2015
820,Rediscover SautetFilm Festival,"$25,314",Jun 12,"Rialto Pictures

",2015
821,Le joli mai,"$55,038",Sep 13,"Icarus Films

",2015
822,Rakuen Tsuiho: Expelled from Paradise,"$34,510",Dec 13,"Eleven Arts

",2015
823,Two-Bit Waltz,"$2,540",Oct 24,"Monterey Media

",2015
824,It's All So Quiet2015 Re-release,$724,Jan 9,"Big World Pictures

",2015
825,It's Hard Being Loved by Jerks2015 Re-release,$697,Mar 13,"Kino Lorber

",2015
826,Justice Is Mind,"$14,360",Aug 18,"The Ashton Times

",2015
827,Glen Campbell: I'll Be Me,"$365,422",Oct 24,"Area 23a

",2015
828,On Tour with Pina Bausch,"$18,016",Apr 4,"Icarus Films

",2015
829,United Passions,$607,Jun 5,"Screen Media Films

",2015
830,Finding Fela!,"$120,980",Aug 1,"Kino Lorber

",2015
831,K2: Siren of the Himalayas,"$12,959",Aug 22,"First Run

",2015
832,Far from Vietnam,"$8,132",Aug 28,"Icarus Films

",2015
833,Elsa & Fred,"$285,863",Nov 7,"Millennium Entertainment

",2015
834,The Chambermaid Lynn,$315,May 29,"Film Movement

",2015
835,Sol LeWitt,"$13,146",May 7,"Icarus Films

",2015
836,Lou! Journal infime,$287,Apr 24,"Distrib Films

",2015
837,Pioneer,"$6,871",Dec 5,"Magnolia Pictures

",2015
838,Uzumasa Limelight,"$19,597",Dec 5,"Eleven Arts

",2015
839,The Golden Era2014 Re-release,"$102,931",Oct 17,"China Lion Film Distribution

",2015
840,Yakuza Apocalypse,"$12,756",Oct 9,"The Samuel Goldwyn Company

",2015
841,Exhibition,"$14,344",Jun 20,"Kino Lorber

",2015
842,Paranoid Girls,$78,Nov 13,-,2015
843,Confession of a Child of the Century2015 Re-release,$74,Sep 25,"Cohen Media Group

",2015
844,Memphis,"$21,286",Sep 5,"Kino Lorber

",2015
845,"Je t'aime, je t'aime2014 Re-release","$71,717",Feb 14,"The Film Desk

",2015
